ID,Lat,Lon,DetCov1,Elevation,Depth,Length,Width,Area,,,Wetland Type,Other,Beaver Influenced,NOTES
LCBOR,37.38902,-121.735114,,698,2.00,86.00,,165.20,Pond,Temporary,Artificial,2009,N/A,
HERONGCP,37.341832,-121.736335,,123,3.00,123.00,,885.90,Pond,Permanent,Artificial,2010,N/A,
HERONGCP,37.341832,-121.736335,,123,2.00,107.00,,727.60,Pond,Permanent,Artificial,2010,N/A,
HERONGCP,37.341832,-121.736335,,123,2.00,113.00,,837.40,Pond,Permanent,Artificial,2011,N/A,
HERONGCP,37.341832,-121.736335,,123,2.00,105.00,,801.90,Pond,Permanent,Artificial,2011,N/A,
HERONGCP,37.341832,-121.736335,,123,,94.00,,695.85,Pond,Permanent,Artificial,2013,N/A,
HERONGCP,37.341832,-121.736335,,123,,78.00,,498.90,Pond,Permanent,Artificial,2013,N/A,
OHPND025,37.508338,-121.739313,,998,3.00,,,770.87,Pond,Permanent,Artificial,2010,N/A,
OHPND025,37.508338,-121.739313,,998,,84.00,,527.60,Pond,Permanent,Artificial,2010,N/A,
CA-EDWD,37.345252,-121.73947,,658,1.00,130.00,,3598.30,Pond,Temporary,Artificial,2010,N/A,
CA-EDWD,37.345252,-121.73947,,658,0.75,203.00,,2373.80,Pond,Temporary,Artificial,2010,N/A,
CA-EDWD,37.345252,-121.73947,,658,2.00,220.00,,3433.40,Pond,Temporary,Artificial,2011,N/A,
CA-EDWD,37.345252,-121.73947,,658,1.00,182.00,,2435.00,Pond,Temporary,Artificial,2011,N/A,
CA-EDWD,37.345252,-121.73947,,658,,,,,Pond,Temporary,Artificial,2013,N/A,
Frog,37.085614,-121.739561,,294,1.00,,,1553.30,Pond,Permanent,Artificial,2009,N/A,
Frog,37.085614,-121.739561,,294,5.00,140.00,,1273.10,Pond,Permanent,Artificial,2009,N/A,
Frog,37.085614,-121.739561,,294,3.00,157.00,,1405.60,Pond,Permanent,Artificial,2010,N/A,
Frog,37.085614,-121.739561,,294,3.00,,,,Pond,Permanent,Artificial,2010,N/A,
Frog,37.085614,-121.739561,,294,2.00,149.00,,1462.60,Pond,Permanent,Artificial,2011,N/A,
Frog,37.085614,-121.739561,,294,2.00,149.00,,1444.80,Pond,Permanent,Artificial,2011,N/A,
Frog,37.085614,-121.739561,,294,2.00,135.00,,1257.80,Pond,Permanent,Artificial,2012,N/A,
Frog,37.085614,-121.739561,,294,3.00,150.00,,1296.20,Pond,Permanent,Artificial,2012,N/A,
Frog,37.085614,-121.739561,,294,2.00,151.00,,1538.50,Pond,Permanent,Artificial,2013,N/A,
Frog,37.085614,-121.739561,,294,,154.00,,1249.70,Pond,Permanent,Artificial,2013,N/A,
Hidden,37.089006,-121.739668,,261,1.00,,,937.10,Pond,Permanent,Artificial,2009,N/A,
Hidden,37.089006,-121.739668,,261,1.00,151.00,,589.30,Pond,Permanent,Artificial,2009,N/A,
Hidden,37.089006,-121.739668,,261,3.00,208.00,,1118.40,Pond,Permanent,Artificial,2010,N/A,
Hidden,37.089006,-121.739668,,261,3.00,,,,Pond,Permanent,Artificial,2010,N/A,
Hidden,37.089006,-121.739668,,261,2.00,158.00,,1526.10,Pond,Permanent,Artificial,2011,N/A,
Hidden,37.089006,-121.739668,,261,2.00,139.00,,920.50,Pond,Permanent,Artificial,2011,N/A,
Hidden,37.089006,-121.739668,,261,3.00,133.00,,1189.80,Pond,Permanent,Artificial,2012,N/A,
Hidden,37.089006,-121.739668,,261,2.00,133.00,,922.04,Pond,Permanent,Artificial,2012,N/A,
Hidden,37.089006,-121.739668,,261,2.00,161.00,,1281.00,Pond,Permanent,Artificial,2013,N/A,
Hidden,37.089006,-121.739668,,261,,254.00,,348.30,Pond,Permanent,Artificial,2013,N/A,
Barn,37.09375,-121.740349,,206,1.00,,,,Pond,Permanent,Artificial,2009,N/A,
Barn,37.09375,-121.740349,,206,1.00,261.00,,2964.70,Pond,Permanent,Artificial,2009,N/A,
Barn,37.09375,-121.740349,,206,3.00,276.00,,3381.80,Pond,Permanent,Artificial,2010,N/A,
Barn,37.09375,-121.740349,,206,3.00,,,,Pond,Permanent,Artificial,2010,N/A,
Barn,37.09375,-121.740349,,206,2.00,422.00,,4865.90,Pond,Permanent,Artificial,2011,N/A,
Barn,37.09375,-121.740349,,206,2.00,259.00,,2107.50,Pond,Permanent,Artificial,2011,N/A,
Barn,37.09375,-121.740349,,206,3.00,297.00,,4133.50,Pond,Permanent,Artificial,2012,N/A,
Barn,37.09375,-121.740349,,206,3.00,269.00,,2658.00,Pond,Permanent,Artificial,2012,N/A,
Barn,37.09375,-121.740349,,206,2.00,289.00,,3653.30,Pond,Permanent,Artificial,2013,N/A,
Barn,37.09375,-121.740349,,206,,233.00,,2577.00,Pond,Permanent,Artificial,2013,N/A,
Big,37.380341,-121.74056,,538,5.00,855.00,,12264.00,Lake,Permanent,Artificial,2010,N/A,
Big,37.380341,-121.74056,,538,5.00,951.00,,14818.00,Lake,Permanent,Artificial,2010,N/A,
BigPR,37.380341,-121.74056,,342,1.00,296.00,,3323.80,Pond,Permanent,Artificial,2009,N/A,
PPKBOR,37.392472,-121.743431,,698,0.75,46.00,,151.10,Pond,Temporary,Artificial,2010,N/A,
PPKBOR,37.392472,-121.743431,,698,0.50,42.00,,123.90,Pond,Temporary,Artificial,2010,N/A,
PPKBOR,37.392472,-121.743431,,698,1.00,51.00,,108.90,Pond,Temporary,Artificial,2011,N/A,
PPKBOR,37.392472,-121.743431,,698,0.50,,,,Pond,Temporary,Artificial,2011,N/A,
Beaver,37.088701,-121.743991,,227,1.00,156.00,,1722.00,Pond,Permanent,Artificial,2009,N/A,
Beaver,37.088701,-121.743991,,227,3.00,362.00,,3574.40,Pond,Permanent,Artificial,2010,N/A,
Beaver,37.088701,-121.743991,,227,3.00,,,,Pond,Permanent,Artificial,2010,N/A,
Beaver,37.088701,-121.743991,,227,2.00,348.00,,4242.00,Pond,Permanent,Artificial,2011,N/A,
Beaver,37.088701,-121.743991,,227,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
Beaver,37.088701,-121.743991,,227,3.00,281.00,,4142.10,Pond,Permanent,Artificial,2012,N/A,
Beaver,37.088701,-121.743991,,227,3.00,231.00,,3586.60,Pond,Permanent,Artificial,2012,N/A,
Beaver,37.088701,-121.743991,,227,,,,,Pond,Permanent,Artificial,2013,N/A,
M1LV,37.85004,-121.746,,242,1.00,160.00,,1613.70,Pond,Permanent,Artificial,2009,N/A,
WestBOR,37.379537,-121.746636,,581,1.00,137.00,,1159.70,Pond,Permanent,Artificial,2009,N/A,
WestBOR,37.379537,-121.746636,,581,2.00,163.00,,1311.20,Pond,Permanent,Artificial,2011,N/A,
WestBOR,37.379537,-121.746636,,581,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
NBOR,37.388181,-121.747062,,590,0.75,45.00,,156.30,Pond,Permanent,Artificial,2010,N/A,
NBOR,37.388181,-121.747062,,590,0.50,39.00,,89.00,Pond,Permanent,Artificial,2010,N/A,
NBOR,37.388181,-121.747062,,590,,,,,Pond,Permanent,Artificial,2010,N/A,
NBOR,37.388181,-121.747062,,590,1.00,43.00,,124.40,Pond,Permanent,Artificial,2011,N/A,
NBOR,37.388181,-121.747062,,590,2.00,43.00,,148.00,Pond,Permanent,Artificial,2011,N/A,
WMBOR,37.387558,-121.748566,,566,1.00,27.00,,54.00,Pond,Temporary,Natural,2010,N/A,
WMBOR,37.387558,-121.748566,,566,0.00,0.00,,0.00,Pond,Temporary,Natural,2010,N/A,
WMBOR,37.387558,-121.748566,,566,0.25,15.00,,13.70,Pond,Temporary,Natural,2011,N/A,
BoobRCO,37.118578,-121.750182,,225,3.00,237.00,,2727.70,Pond,Permanent,Artificial,2009,N/A,
BoobRCO,37.118578,-121.750182,,225,1.00,220.00,,2651.40,Pond,Permanent,Artificial,2009,N/A,
CulvRCO,37.125456,-121.751293,,241,4.00,229.00,,2872.60,Pond,Permanent,Artificial,2009,N/A,
CratRCO,37.113382,-121.75253,,214,1.00,59.00,,205.09,Pond,Temporary,Artificial,2009,N/A,
OHPND026,37.514787,-121.754036,,861,2.50,,,783.01,Pond,Permanent,Artificial,2010,N/A,
OHPND026,37.514787,-121.754036,,861,2.00,90.00,,523.30,Pond,Permanent,Artificial,2010,N/A,
OHPND026,37.514787,-121.754036,,861,0.00,,,566.30,Pond,Permanent,Artificial,2010,N/A,
OHPND026,37.514787,-121.754036,,861,2.00,90.00,,601.50,Pond,Permanent,Artificial,2011,N/A,
OHPND026,37.514787,-121.754036,,861,2.00,71.00,,362.10,Pond,Permanent,Artificial,2011,N/A,
I10LV,37.78861,-121.75909,,375,2.00,118.00,,730.10,Pond,Permanent,Artificial,2009,N/A,
H1BLV,37.78071855,-121.7614559,,409,1.50,73.00,,413.80,Pond,Semi-permanent,Artificial,2009,N/A,
H1LV,37.78009,-121.76174,,404,2.00,119.00,,691.20,Pond,Permanent,Artificial,2009,N/A,
H1LV,37.78009,-121.76174,,404,1.50,104.00,,549.10,Pond,Permanent,Artificial,2009,N/A,
FigCR,37.171842,-121.761911,,159,3.00,186.00,,1922.20,Pond,Permanent,Artificial,2009,N/A,
OHPND027,37.516372,-121.762235,,790,3.00,,,2919.74,Pond,Permanent,Artificial,2010,N/A,
OHPND027,37.516372,-121.762235,,790,2.00,215.00,,2400.00,Pond,Permanent,Artificial,2010,N/A,
OHPND027,37.516372,-121.762235,,790,2.00,211.00,,2445.30,Pond,Permanent,Artificial,2011,N/A,
OHPND027,37.516372,-121.762235,,790,1.50,,,,Pond,Permanent,Artificial,2011,N/A,
BLSRCO,37.136353,-121.763068,,223,2.00,159.00,,748.80,Pond,Semi-permanent,Artificial,2010,N/A,
BcatRCO,37.12702,-121.76782,,380,1.50,51.00,,193.60,Pond,Temporary,Artificial,2009,N/A,
BcatRCO,37.12702,-121.76782,,380,1.00,35.00,,99.20,Pond,Temporary,Artificial,2009,N/A,
I8LV,37.80492059,-121.7686169,,346,2.00,143.00,,905.00,Pond,Permanent,Artificial,2009,N/A,
BWRCO,37.13357,-121.76933,,429,1.00,68.00,,233.10,Pond,Temporary,Artificial,2009,N/A,
BWRCO,37.13357,-121.76933,,429,1.00,49.00,,149.10,Pond,Temporary,Artificial,2009,N/A,
OHPND028,37.508356,-121.770727,,474,1.00,,,146.66,Pond,Permanent,Artificial,2010,N/A,
I4LV,37.81394451,-121.7722842,,588,2.00,126.00,,509.80,Pond,Permanent,Artificial,2009,N/A,
J3LV,37.8190142,-121.7727228,,555,6.10,173.00,,975.20,Pond,Permanent,Artificial,2009,N/A,
SnagCR,37.176291,-121.772767,,180,2.90,260.00,,1670.50,Pond,Permanent,Artificial,2009,N/A,
OHPND039,37.5170749,-121.7729727,,701,1.50,96.00,,647.90,Pond,Permanent,Artificial,2009,N/A,
OHPND039,37.5170749,-121.7729727,,701,1.00,116.00,,794.70,Pond,Permanent,Artificial,2009,N/A,
OHPND034,37.520484,-121.774072,,735,3.00,,,586.75,Pond,Permanent,Artificial,2010,N/A,
OHPND034,37.520484,-121.774072,,735,2.00,98.00,,522.80,Pond,Permanent,Artificial,2010,N/A,
OHPND034,37.520484,-121.774072,,735,2.00,99.00,,442.60,Pond,Permanent,Artificial,2011,N/A,
OHPND034,37.520484,-121.774072,,735,2.00,80.00,,348.30,Pond,Permanent,Artificial,2011,N/A,
OHPND038,37.5102689,-121.7742629,,533,1.50,66.00,,254.50,Pond,Semi-permanent,Artificial,2009,N/A,
OHPND038,37.5102689,-121.7742629,,533,1.00,59.00,,145.40,Pond,Semi-permanent,Artificial,2009,N/A,
OHPND052,37.5134221,-121.7768218,,628,0.50,38.00,,99.50,Pond,Temporary,Artificial,2009,N/A,
OHPND052,37.5134221,-121.7768218,,628,0.50,34.00,,59.40,Pond,Temporary,Artificial,2009,N/A,
GRNRCO,37.133109,-121.778178,,259,3.00,342.00,,6453.90,Lake,Permanent,Artificial,2010,N/A,
FishCamp,37.165959,-121.780824,,252,2.90,217.00,,2209.50,Pond,Permanent,Artificial,2009,N/A,
FishCamp,37.165959,-121.780824,,252,5.00,246.00,,2671.60,Pond,Permanent,Artificial,2010,N/A,
OHPND050,37.507333,-121.782895,,408,0.25,70.00,,314.40,Pond,Permanent,Artificial,2010,N/A,
MTPND026,37.820726,-121.783946,,674,2.90,16000.00,,3590.40,Pond,Permanent,Artificial,2009,N/A,
MTPND025,37.8236024,-121.7863548,,627,3.00,,,1823.40,Pond,Permanent,Artificial,2009,N/A,
OHPND047,37.534756,-121.78703,,690,1.00,49.00,,135.30,Pond,Temporary,Artificial,2010,N/A,
OHPND047,37.534756,-121.78703,,690,0.67,45.00,,121.60,Pond,Temporary,Artificial,2010,N/A,
OHPND048,37.516168,-121.787101,,608,,92.00,,358.60,Pond,Semi-permanent,Artificial,2010,N/A,
OHPND048,37.516168,-121.787101,,608,1.00,69.00,,329.70,Pond,Semi-permanent,Artificial,2010,N/A,
OHPND048,37.516168,-121.787101,,608,2.00,74.00,,308.80,Pond,Semi-permanent,Artificial,2011,N/A,
OHPND048,37.516168,-121.787101,,608,2.00,,,,Pond,Semi-permanent,Artificial,2011,N/A,
I2LV,37.81709,-121.78767,,600,0.64,298.00,,1810.00,Pond,Permanent,Artificial,2009,N/A,
I2LV,37.81709,-121.78767,,600,1.00,290.00,,2154.90,Pond,Permanent,Artificial,2009,N/A,
OHPND033,37.52089477,-121.7878722,,612,1.00,139.00,,1244.40,Pond,Permanent,Artificial,2009,N/A,
OHPND031,37.528735,-121.789204,,681,3.00,333.00,,5370.70,Pond,Permanent,Artificial,2010,N/A,
OHPND032,37.525824,-121.78971,,640,0.25,36.00,,98.90,Pond,Temporary,Natural,2010,N/A,
OHPND032,37.525824,-121.78971,,640,0.50,33.00,,139.30,Pond,Temporary,Natural,2010,N/A,
OHPND032,37.525824,-121.78971,,640,1.00,29.00,,124.00,Pond,Temporary,Natural,2011,N/A,
OHPND032,37.525824,-121.78971,,640,1.50,,,,Pond,Temporary,Natural,2011,N/A,
MTPND008,37.8296588,-121.7905895,,599,1.50,,,581.00,Pond,Semi-permanent,Artificial,2009,N/A,
MTPND008,37.8296588,-121.7905895,,599,1.50,93.00,,471.80,Pond,Semi-permanent,Artificial,2009,N/A,
SNPND008,37.524957,-121.791297,,586,2.00,111.00,,1018.90,Pond,Permanent,Artificial,2010,N/A,
MTPND007,37.83296,-121.791927,,568,2.00,129.00,,620.10,Pond,Permanent,Artificial,2009,N/A,
MTPND009,37.8205121,-121.7920734,,614,1.50,,,225.20,Pond,Temporary,Artificial,2009,N/A,
MTPND009,37.8205121,-121.7920734,,614,0.50,50.00,,148.90,Pond,Temporary,Artificial,2009,N/A,
MTPND009,37.8205121,-121.7920734,,614,,246.00,,393.00,Pond,Temporary,Artificial,2010,N/A,
MTPND009,37.8205121,-121.7920734,,614,1.00,,,231.00,Pond,Temporary,Artificial,2010,N/A,
MTPND006,37.843274,-121.793542,,462,,89.00,,434.50,Pond,Temporary,Artificial,2010,N/A,
BLNRCO,37.144218,-121.794289,,406,1.00,65.00,,233.20,Pond,Temporary,Artificial,2010,N/A,
BLNRCO,37.144218,-121.794289,,406,0.00,56.00,,168.90,Pond,Temporary,Artificial,2010,N/A,
MTPND06B,37.84298,-121.794454,,472,1.00,88.00,,368.80,Pond,Temporary,Artificial,2010,N/A,
MTPND010,37.820874,-121.794774,,597,3.00,209.20,,2490.40,Pond,Permanent,Artificial,2009,N/A,
MTPND010,37.820874,-121.794774,,597,1.00,182.00,,1993.20,Pond,Permanent,Artificial,2009,N/A,
MTPND004,37.8393217,-121.8021346,,478,1.50,69.00,,341.40,Pond,Permanent,Artificial,2009,N/A,
MTPD002B,37.8422972,-121.802789,,536,1.50,72.00,,117.40,Pond,Permanent,Artificial,2009,N/A,
MTPD002A,37.845756,-121.80289,,523,0.90,45.00,,115.00,Pond,Semi-permanent,Artificial,2009,N/A,
MTPND031,37.821555,-121.805911,,638,4.00,149.00,,1258.10,Pond,Permanent,Artificial,2010,N/A,
SNPND001,37.5230715,-121.8095865,,455,2.00,218.00,,2992.60,Pond,Permanent,Artificial,2009,N/A,
SNPND001,37.5230715,-121.8095865,,455,1.00,104.00,,586.30,Pond,Permanent,Artificial,2009,N/A,
SNPND001,37.5230715,-121.8095865,,455,2.00,125.00,,852.60,Pond,Permanent,Artificial,2011,N/A,
SNPND001,37.5230715,-121.8095865,,455,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
SNPND007,37.51578995,-121.8102699,,435,2.00,148.00,,1717.80,Pond,Permanent,Artificial,2009,N/A,
SNPND007,37.51578995,-121.8102699,,435,1.00,143.00,,1456.10,Pond,Permanent,Artificial,2009,N/A,
MTPND011,37.824998,-121.81281,,622,2.00,156.00,,323.40,Pond,Permanent,Artificial,2010,N/A,
SNPND006,37.50862907,-121.8162763,,244,,175.00,,655.00,Pond,Permanent,Artificial,2009,N/A,
SNPND015,37.5178903,-121.8169043,,337,3.00,122.00,,694.50,Pond,Permanent,Artificial,2009,N/A,
SNPND015,37.5178903,-121.8169043,,337,1.00,146.00,,768.50,Pond,Permanent,Artificial,2009,N/A,
SNPND002,37.52670496,-121.8178226,,344,2.00,137.00,,919.60,Pond,Permanent,Artificial,2009,N/A,
SNPND002,37.52670496,-121.8178226,,344,1.00,129.00,,1112.30,Pond,Permanent,Artificial,2009,N/A,
SNPND002,37.52670496,-121.8178226,,344,2.00,145.00,,1225.40,Pond,Permanent,Artificial,2011,N/A,
SNPND002,37.52670496,-121.8178226,,344,2.00,,,,Pond,Permanent,Artificial,2011,N/A,
MTPND012,37.825668,-121.817854,,650,,60.00,,260.30,Pond,Temporary,Artificial,2010,N/A,
MTPND027,37.834288,-121.818084,,484,,95.00,,397.70,Pond,Temporary,Artificial,2010,N/A,
MTPND013,37.82968,-121.822697,,628,,84.00,,428.40,Pond,Temporary,Artificial,2010,N/A,
SNPND014,37.5079602,-121.8229752,,183,2.00,171.00,,1285.00,Pond,Permanent,Artificial,2009,N/A,
SNPND003,37.5275407,-121.8300597,,326,2.50,141.00,,755.30,Pond,Permanent,Artificial,2009,N/A,
SNPND003,37.5275407,-121.8300597,,326,1.00,116.00,,895.40,Pond,Permanent,Artificial,2009,N/A,
MTPND014,37.82662,-121.830941,,431,3.00,244.00,,2266.90,Pond,Permanent,Artificial,2010,N/A,
MTPND014,37.82662,-121.830941,,431,2.50,,,,Pond,Permanent,Artificial,2010,N/A,
BDPND025,37.96135,-121.833322,,126,3.00,207.00,,2400.10,Pond,Permanent,Artificial,2010,N/A,
BDPND006,37.951233,-121.844358,,322,2.00,119.00,,914.80,Pond,Temporary,Artificial,2010,N/A,
BDPND015,37.933047,-121.84589,,183,3.00,208.00,,1668.90,Pond,Permanent,Artificial,2010,N/A,
BDPND026,37.96232,-121.84619,,155,3.00,146.00,,1474.40,Pond,Permanent,Artificial,2010,N/A,
MTPND016,37.832696,-121.85106,,401,1.53,83.00,,457.30,Pond,Temporary,Artificial,2009,N/A,
MTPND016,37.832696,-121.85106,,401,0.30,71.00,,320.20,Pond,Temporary,Artificial,2009,N/A,
MTPND016,37.832696,-121.85106,,401,2.00,,,719.00,Pond,Temporary,Artificial,2010,N/A,
MTPND016,37.832696,-121.85106,,401,2.00,,,570.35,Pond,Temporary,Artificial,2010,N/A,
MTPND022,37.826266,-121.851764,,331,1.00,77.00,,423.10,Pond,Temporary,Artificial,2009,N/A,
MTPND022,37.826266,-121.851764,,331,0.30,60.00,,,Pond,Temporary,Artificial,2009,N/A,
BDPND028,37.962077,-121.854751,,268,2.50,115.00,,994.40,Pond,Semi-permanent,Artificial,2010,N/A,
BDPND021,37.948572,-121.855369,,205,0.75,98.00,,486.70,Pond,Temporary,Artificial,2010,N/A,
5MDSP,37.850722,-121.855427,,405,,51.00,,120.10,Pond,Temporary,Artificial,2010,N/A,
BDPND007,37.955179,-121.860529,,267,2.00,141.00,,1015.50,Pond,Permanent,Artificial,2010,N/A,
BDPND014,37.972779,-121.862486,,120,3.00,112.00,,825.50,Pond,Permanent,Artificial,2010,N/A,
CA-SEASC,36.9553,-121.869165,,,,,,932.00,Pond,,,2010,N/A,
20MDSP,37.852177,-121.870544,,490,1.50,102.00,,505.40,Pond,Permanent,Artificial,2010,N/A,
GDLP,37.19739,-121.87159,,232,0.50,39.00,,103.00,Pond,Temporary,Artificial,2010,N/A,
6MDSP,37.841305,-121.877697,,547,2.00,114.00,,859.00,Pond,Permanent,Artificial,2010,N/A,
CA-VALEN,36.9729,-121.8825,,,,,,9000.00,Ditch,,,2010,N/A,
BDPND009,37.947986,-121.884921,,431,2.00,74.00,,358.60,Pond,Temporary,Artificial,2010,N/A,
PRPND007,37.62229074,-121.8866388,,150,0.25,52.00,,169.50,Pond,Semi-permanent,Artificial,2009,N/A,
PRPND007,37.62229074,-121.8866388,,150,1.00,67.00,,344.80,Pond,Semi-permanent,Artificial,2010,N/A,
PRPND007,37.62229074,-121.8866388,,150,0.50,50.00,,131.50,Pond,Semi-permanent,Artificial,2010,N/A,
PRPND007,37.62229074,-121.8866388,,150,1.50,89.00,,309.70,Pond,Semi-permanent,Artificial,2011,N/A,
PRPND007,37.62229074,-121.8866388,,150,2.00,68.00,,315.80,Pond,Semi-permanent,Artificial,2011,N/A,
PRPND007,37.62229074,-121.8866388,,150,1.00,59.00,,196.11,Pond,Semi-permanent,Artificial,2012,N/A,
PRPND007,37.62229074,-121.8866388,,150,1.00,39.00,,116.24,Pond,Semi-permanent,Artificial,2012,N/A,
PRPND007,37.62229074,-121.8866388,,150,0.50,61.00,,201.72,Pond,Semi-permanent,Artificial,2013,N/A,
PRPND007,37.62229074,-121.8866388,,150,,,,,Pond,Semi-permanent,Artificial,2013,N/A,
PRPND001,37.59859168,-121.8883578,,137,0.50,43.00,,111.20,Pond,Semi-permanent,Artificial,2009,N/A,
PRPND001,37.59859168,-121.8883578,,137,1.00,61.00,,385.20,Pond,Semi-permanent,Artificial,2010,N/A,
PRPND001,37.59859168,-121.8883578,,137,0.50,101.00,,212.70,Pond,Semi-permanent,Artificial,2010,N/A,
PRPND001,37.59859168,-121.8883578,,137,1.00,66.00,,319.30,Pond,Semi-permanent,Artificial,2011,N/A,
PRPND001,37.59859168,-121.8883578,,137,0.30,46.00,,184.10,Pond,Semi-permanent,Artificial,2011,N/A,
PRPND001,37.59859168,-121.8883578,,137,1.00,60.00,,261.11,Pond,Semi-permanent,Artificial,2012,N/A,
PRPND001,37.59859168,-121.8883578,,137,1.00,27.30,,75.73,Pond,Semi-permanent,Artificial,2012,N/A,
PRPND002,37.607681,-121.890551,,185,1.00,74.00,,341.90,Pond,Permanent,Artificial,2009,N/A,
PRPND002,37.607681,-121.890551,,185,1.50,76.00,,547.20,Pond,Permanent,Artificial,2010,N/A,
PRPND002,37.607681,-121.890551,,185,0.75,60.00,,229.60,Pond,Permanent,Artificial,2010,N/A,
PRPND002,37.607681,-121.890551,,185,1.50,82.00,,592.70,Pond,Permanent,Artificial,2011,N/A,
PRPND002,37.607681,-121.890551,,185,0.50,61.00,,224.00,Pond,Permanent,Artificial,2011,N/A,
PRPND002,37.607681,-121.890551,,185,1.50,82.00,,479.05,Pond,Permanent,Artificial,2012,N/A,
PRPND002,37.607681,-121.890551,,185,,54.00,,225.55,Pond,Permanent,Artificial,2012,N/A,
PRPND002,37.607681,-121.890551,,185,,66.00,,312.50,Pond,Permanent,Artificial,2013,N/A,
PRPND002,37.607681,-121.890551,,185,,,,,Pond,Permanent,Artificial,2013,N/A,
PRPND008,37.61994388,-121.8914019,,240,0.50,70.00,,323.60,Pond,Semi-permanent,Artificial,2009,N/A,
PRPND008,37.61994388,-121.8914019,,240,1.25,92.00,,703.10,Pond,Semi-permanent,Artificial,2010,N/A,
PRPND008,37.61994388,-121.8914019,,240,1.00,121.00,,322.60,Pond,Semi-permanent,Artificial,2010,N/A,
PRPND008,37.61994388,-121.8914019,,240,2.00,121.00,,999.30,Pond,Semi-permanent,Artificial,2011,N/A,
PRPND008,37.61994388,-121.8914019,,240,2.00,93.00,,576.30,Pond,Semi-permanent,Artificial,2011,N/A,
PRPND008,37.61994388,-121.8914019,,240,1.50,85.00,,494.96,Pond,Semi-permanent,Artificial,2012,N/A,
PRPND008,37.61994388,-121.8914019,,240,1.00,66.00,,344.00,Pond,Semi-permanent,Artificial,2012,N/A,
PRPND008,37.61994388,-121.8914019,,240,,90.00,,391.60,Pond,Semi-permanent,Artificial,2013,N/A,
PRPND008,37.61994388,-121.8914019,,240,2.00,26.00,,47.40,Pond,Semi-permanent,Artificial,2013,N/A,
PRTY03,37.601461,-121.896337,,249,1.50,,,1118.49,Pond,Semi-permanent,Artificial,2010,N/A,
PRTY03,37.601461,-121.896337,,249,1.00,103.00,,697.30,Pond,Semi-permanent,Artificial,2010,N/A,
PRTY03,37.601461,-121.896337,,249,2.00,134.00,,934.50,Pond,Semi-permanent,Artificial,2011,N/A,
PRTY03,37.601461,-121.896337,,249,2.00,117.00,,912.90,Pond,Semi-permanent,Artificial,2011,N/A,
PRTY03,37.601461,-121.896337,,249,1.00,107.00,,745.09,Pond,Semi-permanent,Artificial,2012,N/A,
PRTY03,37.601461,-121.896337,,249,0.50,62.00,,257.72,Pond,Semi-permanent,Artificial,2012,N/A,
PRPND003,37.61664882,-121.8964405,,318,3.00,129.00,,1020.60,Pond,Permanent,Artificial,2009,N/A,
PRPND003,37.61664882,-121.8964405,,318,2.00,144.00,,1414.40,Pond,Permanent,Artificial,2010,N/A,
PRPND003,37.61664882,-121.8964405,,318,3.00,123.00,,915.60,Pond,Permanent,Artificial,2010,N/A,
PRPND003,37.61664882,-121.8964405,,318,1.50,152.00,,166.00,Pond,Permanent,Artificial,2011,N/A,
PRPND003,37.61664882,-121.8964405,,318,2.00,138.00,,1258.90,Pond,Permanent,Artificial,2011,N/A,
PRPND003,37.61664882,-121.8964405,,318,2.00,134.00,,1142.20,Pond,Permanent,Artificial,2012,N/A,
PRPND003,37.61664882,-121.8964405,,318,2.00,121.00,,901.50,Pond,Permanent,Artificial,2012,N/A,
PRPND003,37.61664882,-121.8964405,,318,,134.00,,1125.00,Pond,Permanent,Artificial,2013,N/A,
PRPND003,37.61664882,-121.8964405,,318,,115.00,,755.90,Pond,Permanent,Artificial,2013,N/A,
PRPND004,37.61920895,-121.8978667,,343,2.00,149.00,,646.60,Pond,Permanent,Artificial,2009,N/A,
PRPND004,37.61920895,-121.8978667,,343,2.00,163.00,,1381.40,Pond,Permanent,Artificial,2010,N/A,
PRPND004,37.61920895,-121.8978667,,343,2.50,169.00,,1097.80,Pond,Permanent,Artificial,2010,N/A,
PRPND004,37.61920895,-121.8978667,,343,2.00,167.00,,1291.90,Pond,Permanent,Artificial,2011,N/A,
PRPND004,37.61920895,-121.8978667,,343,2.00,151.00,,708.00,Pond,Permanent,Artificial,2011,N/A,
PRPND004,37.61920895,-121.8978667,,343,3.00,158.00,,962.69,Pond,Permanent,Artificial,2012,N/A,
PRPND004,37.61920895,-121.8978667,,343,2.00,134.00,,774.40,Pond,Permanent,Artificial,2012,N/A,
PRPND004,37.61920895,-121.8978667,,343,,131.00,,771.44,Pond,Permanent,Artificial,2013,N/A,
PRPND004,37.61920895,-121.8978667,,343,35.00,126.00,,661.90,Pond,Permanent,Artificial,2013,N/A,
PRTY02,37.604197,-121.901238,,345,2.00,,,3372.94,Pond,Permanent,Artificial,2010,N/A,
PRTY02,37.604197,-121.901238,,345,3.00,198.00,,2168.60,Pond,Permanent,Artificial,2010,N/A,
PRTY02,37.604197,-121.901238,,345,1.00,229.00,,3077.70,Pond,Permanent,Artificial,2011,N/A,
PRTY02,37.604197,-121.901238,,345,2.00,197.00,,2588.80,Pond,Permanent,Artificial,2011,N/A,
