SeineCode,Site Code,Sppcode,SizeStage,Count
PRTY02_20130805_NS01-02,PRTY02,HELI,Large,1
PRTY02_20130805_NS01-02,PRTY02,HELI,Medium,2
PRTY02_20130805_NS01-02,PRTY02,HELI,Small,1
RLSNKGCP_20130511_ns01-04,RLSNKGCP,HELI,md,1
RLSNKGCP_20130511_ns01-06,RLSNKGCP,GYRA,Small,1
RLSNKGCP_20130511_ns01-09,RLSNKGCP,HELI,Medium,2
RONJRGCP_20130509_NS01-01,RONJRGCP,PHSP,Medium,4
RONJRGCP_20130509_NS01-01,RONJRGCP,GYRA,Small,25
RONJRGCP_20130509_NS01-01,RONJRGCP,HELI,Small,4
RONJRGCP_20130509_NS01-01,RONJRGCP,PHSP,Small,17
RonJrGCP_20130509_NS01-02,RonJrGCP,GYRA,Small,23
RonJrGCP_20130509_NS01-02,RonJrGCP,HELI,Small,6
RonJrGCP_20130509_NS01-02,RonJrGCP,PHSP,Small,11
RonJrGCP_20130509_NS01-03,RonJrGCP,HELI,Medium,1
RonJrGCP_20130509_NS01-03,RonJrGCP,PHSP,Medium,17
RonJrGCP_20130509_NS01-03,RonJrGCP,GYRA,Small,42
RonJrGCP_20130509_NS01-03,RonJrGCP,HELI,Small,2
RonJrGCP_20130509_NS01-03,RonJrGCP,PHSP,Small,27
RonJrGCP_20130509_NS01-04,RonJrGCP,PHSP,Medium,2
RonJrGCP_20130509_NS01-04,RonJrGCP,GYRA,Small,23
RonJrGCP_20130509_NS01-04,RonJrGCP,PHSP,Small,14
RonJrGCP_20130509_NS01-05,RonJrGCP,PHSP,Medium,2
RonJrGCP_20130509_NS01-05,RonJrGCP,GYRA,Small,6
RonJrGCP_20130509_NS01-05,RonJrGCP,PHSP,Small,6
RonJrGCP_20130509_NS01-06,RonJrGCP,PHSP,Medium,13
RonJrGCP_20130509_NS01-06,RonJrGCP,GYRA,Small,14
RonJrGCP_20130509_NS01-06,RonJrGCP,PHSP,Small,13
RonJrGCP_20130509_NS01-07,RonJrGCP,PHSP,Medium,2
RonJrGCP_20130509_NS01-07,RonJrGCP,GYRA,Small,8
RonJrGCP_20130509_NS01-07,RonJrGCP,PHSP,Small,14
RonJrGCP_20130509_NS01-08,RonJrGCP,PHSP,MS,9
RonJrGCP_20130509_NS01-08,RonJrGCP,GYRA,Small,22
RonJrGCP_20130509_NS01-09,RonJrGCP,GYRA,Small,6
RonJrGCP_20130509_NS01-09,RonJrGCP,HELI,Small,2
RonJrGCP_20130509_NS01-09,RonJrGCP,PHSP,Small,6
RonJrGCP_20130509_NS01-10,RonJrGCP,HELI,Medium,2
RonJrGCP_20130509_NS01-10,RonJrGCP,PHSP,Medium,6
RonJrGCP_20130509_NS01-10,RonJrGCP,GYRA,Small,40
RonJrGCP_20130509_NS01-10,RonJrGCP,HELI,Small,4
RonJrGCP_20130509_NS01-10,RonJrGCP,PHSP,Small,26
SF26_20130516_NS01-01,SF26,PHSP,Medium,2
SF26_20130516_NS01-01,SF26,PHSP,Small,10
SF26_20130516_NS01-02,SF26,PHSP,Medium,2
SF26_20130516_NS01-02,SF26,LYCO,Small,1
SF26_20130516_NS01-02,SF26,PHSP,Small,1
SF26_20130516_NS01-03,SF26,PHSP,Medium,2
SF26_20130516_NS01-03,SF26,PHSP,Small,5
SF26_20130516_NS01-04,SF26,PHSP,Medium,4
SF26_20130516_NS01-04,SF26,PHSP,Small,26
SF26_20130516_NS01-05,SF26,LYCO,Small,1
SF26_20130516_NS01-05,SF26,PHSP,Small,5
SF26_20130516_NS01-06,SF26,HELI,Medium,1
SF26_20130516_NS01-06,SF26,PHSP,Medium,21
SF26_20130516_NS01-07,SF26,PHSP,Large,1
SF26_20130516_NS01-07,SF26,PHSP,Small,2
SF26_20130516_NS01-08,SF26,PHSP,Large,1
SF26_20130516_NS01-08,SF26,PHSP,Small,6
SF26_20130516_NS01-09,SF26,PHSP,Small,6
SF26_20130516_NS01-10,SF26,PHSP,Small,10
SF27_20130516_NS01-01,SF27,HELI,Large,1
SF27_20130516_NS01-02,SF27,HELI,Large,3
SF27_20130516_NS01-07,SF27,HELI,Large,1
SF27_20130516_NS01-09,SF27,HELI,Large,1
SF37_20130517_NS01-02,SF37,HELI,Medium,9
SF37_20130517_NS01-02,SF37,PHSP,Medium,2
SF37_20130517_NS01-02,SF37,HELI,Small,10
SF37_20130517_NS01-03,SF37,PHSP,Large,1
SF37_20130517_NS01-03,SF37,HELI,Medium,3
SF37_20130517_NS01-04,SF37,HELI,Medium,8
SF37_20130517_NS01-04,SF37,HELI,Small,1
SF37_20130517_NS01-05,SF37,HELI,Medium,1
SF37_20130517_NS01-05,SF37,PHSP,Medium,1
SF37_20130517_NS01-06,SF37,PHSP,Medium,3
SF37_20130517_NS01-07,SF37,HELI,Large,1
SF37_20130517_NS01-08,SF37,HELI,Medium,1
SF37_20130517_NS01-08,SF37,PHSP,Medium,1
SF37_20130517_NS01-08,SF37,PHSP,Small,1
SF37_20130517_NS01-09,SF37,HELI,Medium,1
SF40_20130517_NS01-02,SF40,HELI,Medium,5
SF40_20130517_NS01-04,SF40,HELI,Medium,5
SF40_20130517_NS01-06,SF40,HELI,Medium,3
SF40_20130517_NS01-07,SF40,HELI,Medium,1
SF40_20130517_NS01-08,SF40,HELI,Medium,5
SF40_20130517_NS01-10,SF40,HELI,Medium,1
SF41_20130517_NS01-02,SF41,HELI,Medium,1
SF41_20130517_NS01-06,SF41,HELI,Medium,2
SF41_20130517_NS01-09,SF41,HELI,Medium,1
SF41_20130517_NS01-10,SF41,HELI,Small,1
SF42_20130517_NS01-01,SF42,HELI,Medium,3
SF42_20130517_NS01-01,SF42,HELI,Small,4
SF42_20130517_NS01-02,SF42,HELI,Medium,5
SF42_20130517_NS01-03,SF42,HELI,Medium,6
SF42_20130517_NS01-03,SF42,HELI,Small,1
SF42_20130517_NS01-04,SF42,HELI,Medium,20
SF42_20130517_NS01-05,SF42,HELI,Medium,11
SF42_20130517_NS01-05,SF42,HELI,Small,1
SF42_20130517_NS01-06,SF42,HELI,Medium,12
SF42_20130517_NS01-07,SF42,HELI,Medium,4
SF42_20130517_NS01-07,SF42,HELI,Small,1
SF42_20130517_NS01-08,SF42,HELI,Medium,11
SF42_20130517_NS01-09,SF42,HELI,Medium,4
SF42_20130517_NS01-09,SF42,HELI,Small,12
SF42_20130517_NS01-10,SF42,HELI,Medium,5
SFDAM_20130516_NS01-01,SFDAM,PHSP,Small,4
SFDAM_20130516_NS01-02,SFDAM,GYRA,Small,1
SFDAM_20130516_NS01-02,SFDAM,PHSP,Small,1
SFDAM_20130516_NS01-03,SFDAM,GYRA,Small,3
SFDAM_20130516_NS01-03,SFDAM,PHSP,Small,1
SFDAM_20130516_NS01-04,SFDAM,PHSP,Small,6
SFDAM_20130516_NS01-05,SFDAM,GYRA,Small,12
SFDAM_20130516_NS01-05,SFDAM,PHSP,Small,13
SFDAM_20130516_NS01-06,SFDAM,GYRA,Small,2
SFDAM_20130516_NS01-06,SFDAM,PHSP,Small,3
SFDAM_20130516_NS01-07,SFDAM,GYRA,Small,2
SFDAM_20130516_NS01-07,SFDAM,HELI,Small,2
SFDAM_20130516_NS01-07,SFDAM,PHSP,Small,2
SFDAM_20130516_NS01-08,SFDAM,HELI,Small,1
SFDAM_20130516_NS01-08,SFDAM,PHSP,Small,10
SFDAM_20130516_NS01-09,SFDAM,GYRA,Small,15
SFDAM_20130516_NS01-09,SFDAM,HELI,Small,3
SFDAM_20130516_NS01-09,SFDAM,PHSP,Small,15
SFDAM_20130516_NS01-10,SFDAM,PHSP,Medium,3
SFDAM_20130516_NS01-10,SFDAM,HELI,Small,1
SFDAM_20130516_NS01-10,SFDAM,PHSP,Small,6
TGIF_20130520_NS01-01,TGIF,HELI,Large,1
TGIF_20130520_NS01-01,TGIF,PHSP,Large,1
TGIF_20130520_NS01-01,TGIF,LYCO,Medium,5
TGIF_20130520_NS01-01,TGIF,PHSP,Medium,2
TGIF_20130520_NS01-01,TGIF,HELI,Small,2
TGIF_20130520_NS01-01,TGIF,PHSP,Small,5
TGIF_20130520_NS01-02,TGIF,HELI,Medium,3
TGIF_20130520_NS01-02,TGIF,PHSP,Medium,2
TGIF_20130520_NS01-02,TGIF,HELI,Small,4
TGIF_20130520_NS01-02,TGIF,PHSP,Small,11
TGIF_20130520_NS01-03,TGIF,HELI,Medium,4
TGIF_20130520_NS01-03,TGIF,PHSP,Medium,1
TGIF_20130520_NS01-03,TGIF,HELI,Small,1
TGIF_20130520_NS01-04,TGIF,HELI,Medium,10
TGIF_20130520_NS01-04,TGIF,LYCO,MEDIUM,1
TGIF_20130520_NS01-04,TGIF,PHSP,Medium,6
TGIF_20130520_NS01-05,TGIF,HELI,Large,1
TGIF_20130520_NS01-05,TGIF,LYCO,Large,1
TGIF_20130520_NS01-05,TGIF,HELI,Medium,14
TGIF_20130520_NS01-05,TGIF,PHSP,Medium,6
TGIF_20130520_NS01-05,TGIF,HELI,Small,3
TGIF_20130520_NS01-07,TGIF,HELI,Large,3
TGIF_20130520_NS01-07,TGIF,HELI,Medium,10
TGIF_20130520_NS01-07,TGIF,LYCO,Medium,4
TGIF_20130520_NS01-07,TGIF,PHSP,Medium,3
TGIF_20130520_NS01-07,TGIF,PHSP,Small,1
TGIF_20130520_NS01-08,TGIF,HELI,Large,1
TGIF_20130520_NS01-08,TGIF,LYCO,Medium,3
TGIF_20130520_NS01-08,TGIF,PHSP,Medium,7
TGIF_20130520_NS01-08,TGIF,HELI,Small,3
TGIF_20130520_NS01-09,TGIF,HELI,Large,1
TGIF_20130520_NS01-09,TGIF,LYCO,Medium,2
TGIF_20130520_NS01-09,TGIF,HELI,Small,4
TGIF_20130520_NS01-09,TGIF,PHSP,Small,4
TGIF_20130520_NS01-10,TGIF,HELI,Large,3
TGIF_20130520_NS01-10,TGIF,PHSP,Large,2
TGIF_20130520_NS01-10,TGIF,HELI,Medium,15
TGIF_20130520_NS01-10,TGIF,LYCO,Medium,1
TGIF_20130520_NS01-10,TGIF,PHSP,Medium,3
UCTBOR_20130508_NS01-01,UCTBOR,HELI,Small,2
UCTBOR_20130508_NS01-01,UCTBOR,PHSP,Small,4
UCTBOR_20130508_NS01-02,UCTBOR,HELI,Small,7
UCTBOR_20130508_NS01-02,UCTBOR,PHSP,Small,15
UCTBOR_20130508_NS01-03,UCTBOR,GYRA,Small,1
UCTBOR_20130508_NS01-03,UCTBOR,PHSP,Small,6
UCTBOR_20130508_NS01-04,UCTBOR,HELI,Small,8
UCTBOR_20130508_NS01-04,UCTBOR,PHSP,Small,12
UCTBOR_20130508_NS01-05,UCTBOR,GYRA,Small,1
UCTBOR_20130508_NS01-05,UCTBOR,HELI,Small,1
UCTBOR_20130508_NS01-05,UCTBOR,PHSP,Small,4
UCTBOR_20130508_NS01-06,UCTBOR,PHSP,Small,11
UCTBOR_20130508_NS01-07,UCTBOR,HELI,Small,3
UCTBOR_20130508_NS01-07,UCTBOR,PHSP,Small,7
UCTBOR_20130508_NS01-08,UCTBOR,PHSP,Small,6
UCTBOR_20130508_NS01-09,UCTBOR,HELI,Small,1
UCTBOR_20130508_NS01-09,UCTBOR,PHSP,Small,7
UCTBOR_20130508_NS01-10,UCTBOR,PHSP,Small,13
VPPND001_20130611_NS01-05,VPPND001,PHSP,Large,5
VPPND001_20130611_NS01-10,VPPND001,PHSP,Large,2
VPPND001_20130801_NS01-01,VPPND001,PHSP,med-large,200
VPPND001_20130801_NS01-02,VPPND001,PHSP,Large,25
VPPND001_20130801_NS01-03,VPPND001,PHSP,Large,60
VPPND005_20130611_NS01-01,VPPND005,RARI,Large,1
VPPND005_20130611_NS01-02,VPPND005,PHSP,Medium,1
VPPND005_20130611_NS01-02,VPPND005,RARI,Medium,2
VPPND005_20130611_NS01-02,VPPND005,PHSP,Small,1
VPPND005_20130611_NS01-06,VPPND005,RARI,Large,1
VPPND006_20130611_NS01-02,VPPND006,HELI,Medium,1
VPPND006_20130611_NS01-03,VPPND006,HELI,Small,1
VPPND006_20130611_NS01-05,VPPND006,HELI,Medium,1
VPPND006_20130611_NS01-06,VPPND006,HELI,Medium,10
VPPND006_20130611_NS01-08,VPPND006,HELI,Large,1
VPPND006_20130611_NS01-08,VPPND006,HELI,Medium,9
VPPND006_20130611_NS01-09,VPPND006,HELI,Medium,1
VPPND006_20130611_NS01-10,VPPND006,HELI,Medium,2
VPPND006_20130801_NS01-01,VPPND006,HELI,Large,9
VPPND006_20130801_NS01-01,VPPND006,HELI,Small,1
VPPND006_20130801_NS01-02,VPPND006,HELI,Large,25
WestWing_20130610_NS01-01,WestWing,PHSP,Large,1
WestWing_20130610_NS01-01,WestWing,HELI,Medium,1
WestWing_20130610_NS01-01,WestWing,PHSP,Medium,8
WestWing_20130610_NS01-01,WestWing,GYRA,Small,2
WestWing_20130610_NS01-01,WestWing,HELI,Small,3
WestWing_20130610_NS01-02,WestWing,HELI,Medium,2
WestWing_20130610_NS01-02,WestWing,PHSP,Medium,5
WestWing_20130610_NS01-02,WestWing,GYRA,Small,8
WestWing_20130610_NS01-02,WestWing,HELI,Small,1
WestWing_20130610_NS01-02,WestWing,PHSP,Small,5
WestWing_20130610_NS01-03,WestWing,GYRA,Small,7
WestWing_20130610_NS01-03,WestWing,HELI,Small,1
WestWing_20130610_NS01-03,WestWing,PHSP,Small,3
WestWing_20130610_NS01-04,WestWing,HELI,Medium,2
WestWing_20130610_NS01-04,WestWing,PHSP,Medium,2
WestWing_20130610_NS01-04,WestWing,GYRA,Small,6
WestWing_20130610_NS01-04,WestWing,HELI,Small,1
WestWing_20130610_NS01-04,WestWing,PHSP,Small,9
WestWing_20130610_NS01-05,WestWing,GYRA,small,18
WestWing_20130610_NS01-05,WestWing,HELI,Small,1
WestWing_20130610_NS01-05,WestWing,PHSP,Small,17
WestWing_20130610_NS01-06,WestWing,GYRA,Small,32
WestWing_20130610_NS01-06,WestWing,PHSP,Small,15
WestWing_20130610_NS01-07,WestWing,HELI,Medium,1
WestWing_20130610_NS01-07,WestWing,PHSP,Medium,12
WestWing_20130610_NS01-07,WestWing,GYRA,Small,8
WestWing_20130610_NS01-07,WestWing,HELI,Small,1
WestWing_20130610_NS01-07,WestWing,PHSP,Small,10
WestWing_20130610_NS01-08,WestWing,GYRA,Small,8
WestWing_20130610_NS01-08,WestWing,PHSP,Small,14
WestWing_20130610_NS01-09,WestWing,GYRA,Small,23
WestWing_20130610_NS01-09,WestWing,PHSP,Small,7
WestWing_20130610_NS01-10,WestWing,GYRA,Small,12
WestWing_20130610_NS01-10,WestWing,PHSP,Small,11
WestWing_20130805_NS01-01,WestWing,PHSP,Small,1
WestWing_20130805_NS01-02,WestWing,HELI,Large,1
WestWing_20130805_NS01-02,WestWing,HELI,Medium,3
WestWing_20130805_NS01-03,WestWing,PHSP,Medium,1
WestWing_20130805_NS01-03,WestWing,PHSP,Small,19
YBBA_20130509_NS01-01,YBBA,RARI,Large,1
YBBA_20130509_NS01-01,YBBA,RARI,Small,2
YBBA_20130509_NS01-03,YBBA,LYCO,Small,3
YBBA_20130509_NS01-04,YBBA,HELI,Medium,1
YBBA_20130509_NS01-06,YBBA,RARI,Large,1
YBBA_20130509_NS01-06,YBBA,HELI,Small,1
YBBA_20130509_NS01-06,YBBA,LYCO,Small,2
YBBA_20130509_NS01-09,YBBA,RARI,Large,1
YBBA_20130509_NS01-10,YBBA,LYCO,Medium,1
YBBA_20130509_NS01-10,YBBA,RARI,Medium,1
