SeineCode,Site Code,Sppcode,SizeStage,Count
5CN3_20130613_NS01-01,5CN3,PHSP,Small,1
5CN3_20130613_NS01-02,5CN3,PHSP,Small,5
5CN3_20130613_NS01-05,5CN3,GYRA,Small,1
5CN3_20130613_NS01-06,5CN3,GYRA,Small,1
5CN3_20130613_NS01-06,5CN3,PHSP,Small,2
5CN3_20130613_NS01-07,5CN3,GYRA,Small,1
5CN3_20130613_NS01-08,5CN3,GYRA,Large,1
5CN3_20130613_NS01-09,5CN3,PHSP,Large,2
5CN3_20130613_NS01-09,5CN3,GYRA,Medium,2
5CN3_20130613_NS01-09,5CN3,PHSP,Medium,2
5CN3_20130613_NS01-09,5CN3,PHSP,Small,4
5CN3_20130613_NS01-10,5CN3,GYRA,Small,2
5CN3_20130613_NS01-10,5CN3,PHSP,Small,2
5CN4_20130613_NS01-01,5CN4,PHSP,Small,9
5CN4_20130613_NS01-02,5CN4,LYCO,Small,40
5CN4_20130613_NS01-02,5CN4,PHSP,Small,30
5CN4_20130613_NS01-03,5CN4,PHSP,lg,2
5CN4_20130613_NS01-04,5CN4,LYCO,Small,1
5CN4_20130613_NS01-05,5CN4,LYCO,Small,95
5CN4_20130613_NS01-05,5CN4,PHSP,Small,9
5CN4_20130613_NS01-06,5CN4,LYCO,Small,6
5CN4_20130613_NS01-06,5CN4,PHSP,Small,1
5CN4_20130613_NS01-07,5CN4,PHSP,large,1
5CN4_20130613_NS01-08,5CN4,PHSP,Large,3
5CN4_20130613_NS01-08,5CN4,PHSP,Medium,1
5CN4_20130613_NS01-08,5CN4,LYCO,Small,3
5CN4_20130613_NS01-09,5CN4,PHSP,Large,1
5CN4_20130613_NS01-09,5CN4,LYCO,Small,3
5CN4_20130613_NS01-09,5CN4,PHSP,Small,1
Barn_20130514_NS01-01,Barn,HELI,Medium,1
Barn_20130514_NS01-01,Barn,GYRA,Small,9
Barn_20130514_NS01-01,Barn,PHSP,Small,1
Barn_20130514_NS01-03,Barn,GYRA,Small,2
Barn_20130514_NS01-03,Barn,PHSP,Small,1
Barn_20130514_NS01-04,Barn,PHSP,Small,3
Barn_20130514_NS01-05,Barn,PHSP,Medium,2
Barn_20130514_NS01-05,Barn,HELI,small,1
Barn_20130514_NS01-05,Barn,PHSP,Small,1
Barn_20130514_NS01-06,Barn,HELI,Medium,3
Barn_20130514_NS01-06,Barn,PHSP,Medium,1
Barn_20130514_NS01-06,Barn,GYRA,Small,6
Barn_20130514_NS01-06,Barn,HELI,Small,1
Barn_20130514_NS01-07,Barn,PHSP,Medium,5
Barn_20130514_NS01-09,Barn,GYRA,Large,4
Barn_20130514_NS01-09,Barn,HELI,Small,2
BASSGCP_20130510_NS01-02,BASSGCP,LYCO,Medium,1
BASSGCP_20130510_NS01-02,BASSGCP,GYRA,Small,10
BASSGCP_20130510_NS01-02,BASSGCP,LYCO,Small,1
BASSGCP_20130510_NS01-03,BASSGCP,HELI,Small,1
BASSGCP_20130510_NS01-05,BASSGCP,LYCO,Medium,2
BASSGCP_20130510_NS01-05,BASSGCP,GYRA,Small,6
BASSGCP_20130510_NS01-06,BASSGCP,GYRA,Small,3
BASSGCP_20130510_NS01-07,BASSGCP,GYRA,Small,3
BASSGCP_20130510_NS01-08,BASSGCP,LYCO,Medium,2
BASSGCP_20130510_NS01-08,BASSGCP,GYRA,Small,21
Beaver_20130514_NS01-01,Beaver,GYRA,Small,21
Beaver_20130514_NS01-01,Beaver,PHSP,Small,6
Beaver_20130514_NS01-02,Beaver,GYRA,Small,17
Beaver_20130514_NS01-02,Beaver,PHSP,Small,1
Beaver_20130514_NS01-03,Beaver,GYRA,Small,4
Beaver_20130514_NS01-03,Beaver,PHSP,Small,6
Beaver_20130514_NS01-04,Beaver,GYRA,Small,2
Beaver_20130514_NS01-04,Beaver,PHSP,Small,4
Beaver_20130514_NS01-05,Beaver,GYRA,Small,4
BNPND001_20130612_NS01-01,BNPND001,PHSP,Medium,15
BNPND001_20130612_NS01-01,BNPND001,LYCO,Small,2
BNPND001_20130612_NS01-01,BNPND001,PHSP,Small,3
BNPND001_20130612_NS01-03,BNPND001,LYCO,Medium,2
BNPND001_20130612_NS01-03,BNPND001,PHSP,Medium,12
BNPND001_20130612_NS01-04,BNPND001,PHSP,Medium,7
BNPND001_20130612_NS01-05,BNPND001,PHSP,Large,1
BNPND001_20130612_NS01-05,BNPND001,LYCO,Medium,1
BNPND001_20130612_NS01-05,BNPND001,PHSP,Medium,4
BNPND001_20130612_NS01-06,BNPND001,LYCO,Medium,1
BNPND001_20130612_NS01-06,BNPND001,PHSP,Medium,9
BNPND001_20130612_NS01-07,BNPND001,PHSP,Medium,10
BNPND001_20130612_NS01-08,BNPND001,PHSP,Small,1
BNPND001_20130612_NS01-09,BNPND001,PHSP,Medium,1
BNPND001_20130612_NS01-09,BNPND001,LYCO,Small,1
BNPND001_20130612_NS01-09,BNPND001,PHSP,Small,2
BNPND001_20130612_NS01-10,BNPND001,PHSP,Medium,31
BNPND001_20130612_NS01-10,BNPND001,LYCO,Small,4
BNPND002_20130521_NS01-01,BNPND002,GYRA,Small,3
BNPND002_20130521_NS01-01,BNPND002,LYCO,Small,1
BNPND002_20130521_NS01-02,BNPND002,HELI,Medium,3
BNPND002_20130521_NS01-02,BNPND002,GYRA,Small,9
BNPND002_20130521_NS01-03,BNPND002,HELI,Large,3
BNPND002_20130521_NS01-03,BNPND002,HELI,Medium,1
BNPND002_20130521_NS01-03,BNPND002,GYRA,Small,10
BNPND002_20130521_NS01-04,BNPND002,HELI,Large,8
BNPND002_20130521_NS01-04,BNPND002,HELI,Small,2
BNPND002_20130521_NS01-05,BNPND002,HELI,Large,6
BNPND002_20130521_NS01-05,BNPND002,HELI,Small,2
BNPND002_20130521_NS01-06,BNPND002,HELI,Small,2
BNPND002_20130521_NS01-06,BNPND002,LYCO,Small,2
BNPND002_20130521_NS01-07,BNPND002,HELI,Large,4
BNPND002_20130521_NS01-07,BNPND002,GYRA,Small,5
BNPND002_20130521_NS01-07,BNPND002,LYCO,Small,1
BNPND002_20130521_NS01-08,BNPND002,GYRA,Small,4
BNPND002_20130521_NS01-08,BNPND002,HELI,Small,4
BNPND002_20130521_NS01-08,BNPND002,LYCO,Small,2
BNPND002_20130521_NS01-09,BNPND002,HELI,Large,1
BNPND002_20130521_NS01-09,BNPND002,GYRA,Small,6
BNPND002_20130521_NS01-09,BNPND002,HELI,Small,5
BNPND002_20130521_NS01-10,BNPND002,HELI,Large,1
BNPND002_20130521_NS01-10,BNPND002,HELI,Medium,3
BNPND002_20130521_NS01-10,BNPND002,GYRA,Small,3
BNPND005_20130521_NS01-01,BNPND005,GYRA,Small,14
BNPND005_20130521_NS01-01,BNPND005,HELI,Small,5
BNPND005_20130521_NS01-01,BNPND005,PHSP,Small,2
BNPND005_20130521_NS01-02,BNPND005,LYMN,Small,1
BNPND005_20130521_NS01-02,BNPND005,PHSP,Small,1
BNPND005_20130521_NS01-03,BNPND005,GYRA,Small,45
BNPND005_20130521_NS01-03,BNPND005,PHSP,Small,4
BNPND005_20130521_NS01-04,BNPND005,GYRA,Small,12
BNPND005_20130521_NS01-04,BNPND005,PHSP,Small,3
BNPND005_20130521_NS01-05,BNPND005,GYRA,Small,3
BNPND005_20130521_NS01-05,BNPND005,PHSP,Small,1
BNPND005_20130521_NS01-06,BNPND005,HELI,Medium,1
BNPND005_20130521_NS01-06,BNPND005,GYRA,Small,8
BNPND005_20130521_NS01-06,BNPND005,PHSP,Small,2
BNPND005_20130521_NS01-07,BNPND005,HELI,Medium,2
BNPND005_20130521_NS01-07,BNPND005,PHSP,Medium,2
BNPND005_20130521_NS01-07,BNPND005,GYRA,Small,44
BNPND005_20130521_NS01-07,BNPND005,HELI,Small,2
BNPND005_20130521_NS01-07,BNPND005,LYMN,Small,32
BNPND005_20130521_NS01-07,BNPND005,PHSP,Small,3
BNPND005_20130521_NS01-08,BNPND005,HELI,Medium,1
BNPND005_20130521_NS01-08,BNPND005,PHSP,Medium,2
BNPND005_20130521_NS01-08,BNPND005,GYRA,Small,1
BNPND005_20130521_NS01-09,BNPND005,HELI,Medium,3
BNPND005_20130521_NS01-09,BNPND005,PHSP,Medium,4
BNPND005_20130521_NS01-09,BNPND005,GYRA,Small,17
BNPND005_20130521_NS01-10,BNPND005,HELI,Medium,1
BNPND005_20130521_NS01-10,BNPND005,PHSP,Medium,2
BNPND005_20130521_NS01-10,BNPND005,GYRA,Small,42
BNPND005_20130521_NS01-10,BNPND005,PHSP,Small,11
BNPND019_20130528_NS01-01,BNPND019,PHSP,Large,2
BNPND019_20130528_NS01-01,BNPND019,HELI,Small,25
BNPND019_20130528_NS01-02,BNPND019,HELI,Small,6
BNPND019_20130528_NS01-02,BNPND019,PHSP,Small,1
BNPND019_20130528_NS01-03,BNPND019,HELI,Small,15
BNPND019_20130528_NS01-04,BNPND019,HELI,Small,4
BNPND019_20130528_NS01-05,BNPND019,HELI,Medium,5
BNPND019_20130528_NS01-05,BNPND019,PHSP,Small,1
BNPND019_20130528_NS01-06,BNPND019,HELI,Medium,8
BNPND019_20130528_NS01-06,BNPND019,PHSP,Medium,1
BNPND019_20130528_NS01-07,BNPND019,HELI,Medium,35
BNPND019_20130528_NS01-07,BNPND019,PHSP,Medium,2
BNPND019_20130528_NS01-08,BNPND019,HELI,Large,5
BNPND019_20130528_NS01-08,BNPND019,HELI,Medium,13
BNPND019_20130528_NS01-08,BNPND019,HELI,Small,6
BNPND019_20130528_NS01-09,BNPND019,HELI,Medium,13
BNPND019_20130528_NS01-10,BNPND019,PHSP,Large,1
BNPND019_20130528_NS01-10,BNPND019,HELI,Medium,12
BNPND020_20130528_NS01-01,BNPND020,HELI,Small,15
BNPND020_20130528_NS01-01,BNPND020,LYCO,Small,3
BNPND020_20130528_NS01-01,BNPND020,PHSP,Small,2
BNPND020_20130528_NS01-02,BNPND020,HELI,Small,30
BNPND020_20130528_NS01-03,BNPND020,HELI,Small,1
BNPND020_20130528_NS01-04,BNPND020,HELI,Small,7
BNPND020_20130528_NS01-04,BNPND020,LYCO,Small,1
BNPND020_20130528_NS01-05,BNPND020,HELI,Small,11
BNPND020_20130528_NS01-05,BNPND020,LYCO,Small,3
BNPND020_20130528_NS01-06,BNPND020,HELI,Medium,58
BNPND020_20130528_NS01-06,BNPND020,LYCO,Medium,3
BNPND020_20130528_NS01-06,BNPND020,PHSP,Medium,1
BNPND020_20130528_NS01-07,BNPND020,HELI,Large,1
BNPND020_20130528_NS01-07,BNPND020,LYCO,Large,1
BNPND020_20130528_NS01-07,BNPND020,HELI,Medium,41
BNPND020_20130528_NS01-07,BNPND020,LYCO,Small,1
BNPND020_20130528_NS01-08,BNPND020,HELI,Large,2
BNPND020_20130528_NS01-08,BNPND020,HELI,Medium,39
BNPND020_20130528_NS01-08,BNPND020,LYCO,Medium,2
BNPND020_20130528_NS01-09,BNPND020,HELI,Medium,18
BNPND020_20130528_NS01-09,BNPND020,LYCO,Medium,2
BNPND020_20130528_NS01-10,BNPND020,HELI,Large,1
BNPND020_20130528_NS01-10,BNPND020,HELI,Medium,11
BNPND020_20130528_NS01-10,BNPND020,LYCO,Medium,2
BNPND020_20130715_NS01-01,BNPND020,HELI,Large,6
BNPND020_20130715_NS01-01,BNPND020,HELI,Medium,15
BNPND020_20130715_NS01-02,BNPND020,HELI,Large,4
BNPND020_20130715_NS01-02,BNPND020,PHSP,Large,1
BNPND020_20130715_NS01-02,BNPND020,HELI,Medium,38
BNPND020_20130715_NS01-03,BNPND020,HELI,Large,1
BNPND020_20130715_NS01-03,BNPND020,HELI,Medium,30
BNPND020_20130715_NS01-04,BNPND020,HELI,Large,4
BNPND020_20130715_NS01-04,BNPND020,HELI,Medium,9
BNPND020_20130715_NS01-05,BNPND020,HELI,Medium,15
BNPND024_20130528_NS01-01,BNPND024,LYCO,Medium,1
BNPND024_20130528_NS01-01,BNPND024,PHSP,Medium,9
BNPND024_20130528_NS01-01,BNPND024,HELI,Small,3
BNPND024_20130528_NS01-01,BNPND024,PHSP,Small,9
BNPND024_20130528_NS01-02,BNPND024,HELI,Large,1
BNPND024_20130528_NS01-02,BNPND024,PHSP,Small,6
BNPND024_20130528_NS01-03,BNPND024,HELI,Large,1
BNPND024_20130528_NS01-03,BNPND024,GYRA,Small,5
BNPND024_20130528_NS01-03,BNPND024,HELI,Small,2
BNPND024_20130528_NS01-03,BNPND024,PHSP,Small,3
BNPND024_20130528_NS01-04,BNPND024,PHSP,Large,1
BNPND024_20130528_NS01-04,BNPND024,HELI,Small,2
BNPND024_20130528_NS01-04,BNPND024,PHSP,Small,1
BNPND024_20130528_NS01-05,BNPND024,HELI,Large,2
BNPND024_20130528_NS01-05,BNPND024,GYRA,Small,2
BNPND024_20130528_NS01-06,BNPND024,HELI,Small,2
BNPND024_20130528_NS01-06,BNPND024,PHSP,Small,3
BNPND024_20130528_NS01-07,BNPND024,HELI,Large,5
BNPND024_20130528_NS01-07,BNPND024,HELI,Medium,10
BNPND024_20130528_NS01-07,BNPND024,PHSP,Medium,17
BNPND024_20130528_NS01-07,BNPND024,GYRA,Small,2
BNPND024_20130528_NS01-08,BNPND024,HELI,Large,3
BNPND024_20130528_NS01-08,BNPND024,HELI,Medium,13
BNPND024_20130528_NS01-08,BNPND024,PHSP,Medium,40
BNPND024_20130528_NS01-08,BNPND024,GYRA,Small,3
BNPND024_20130528_NS01-08,BNPND024,PHSP,Small,2
BNPND024_20130528_NS01-09,BNPND024,HELI,Large,2
BNPND024_20130528_NS01-09,BNPND024,HELI,Medium,1
BNPND024_20130528_NS01-09,BNPND024,PHSP,Medium,7
BNPND024_20130528_NS01-09,BNPND024,HELI,Small,2
BNPND024_20130528_NS01-10,BNPND024,HELI,Small,1
CabinBOR_20130508_NS01-01,CabinBOR,PHSP,Small,8
CabinBOR_20130508_NS01-02,CabinBOR,PHSP,Small,4
CabinBOR_20130508_NS01-03,CabinBOR,GYRA,Small,1
CabinBOR_20130508_NS01-03,CabinBOR,HELI,Small,3
CabinBOR_20130508_NS01-03,CabinBOR,LYCO,Small,1
CabinBOR_20130508_NS01-03,CabinBOR,PHSP,Small,2
CabinBOR_20130508_NS01-04,CabinBOR,GYRA,Small,4
CabinBOR_20130508_NS01-04,CabinBOR,HELI,Small,8
CabinBOR_20130508_NS01-04,CabinBOR,LYCO,Small,5
CabinBOR_20130508_NS01-05,CabinBOR,HELI,Small,19
CabinBOR_20130508_NS01-05,CabinBOR,LYCO,Small,11
CabinBOR_20130508_NS01-06,CabinBOR,HELI,Small,1
CabinBOR_20130508_NS01-06,CabinBOR,LYCO,Small,3
CabinBOR_20130508_NS01-06,CabinBOR,PHSP,Small,2
CabinBOR_20130508_NS01-07,CabinBOR,LYCO,Small,8
CabinBOR_20130508_NS01-08,CabinBOR,HELI,Small,1
CabinBOR_20130508_NS01-08,CabinBOR,LYCO,Small,1
CabinBOR_20130508_NS01-09,CabinBOR,HELI,Small,23
CabinBOR_20130508_NS01-09,CabinBOR,PHSP,Small,6
CA-BN003_20130521_NS01-01,CA-BN003,HELI,Large,1
CA-BN003_20130521_NS01-01,CA-BN003,HELI,Small,2
CA-BN003_20130521_NS01-04,CA-BN003,HELI,Large,2
CA-BN003_20130521_NS01-06,CA-BN003,HELI,Medium,4
CA-BN003_20130521_NS01-07,CA-BN003,HELI,Large,1
CA-BN003_20130521_NS01-08,CA-BN003,HELI,Large,2
CA-BN003_20130521_NS01-09,CA-BN003,HELI,Large,3
CA-BN003_20130521_NS01-10,CA-BN003,HELI,Large,1
CA-BN004_20130521_NS01-01,CA-BN004,HELI,Small,1
CA-BN004_20130521_NS01-02,CA-BN004,HELI,Medium,1
CA-BN004_20130521_NS01-02,CA-BN004,HELI,Small,1
CA-BN004_20130521_NS01-03,CA-BN004,HELI,Small,1
CA-BN004_20130521_NS01-04,CA-BN004,GYRA,Small,2
CA-BN004_20130521_NS01-04,CA-BN004,PHSP,Small,2
CA-BN004_20130521_NS01-06,CA-BN004,HELI,Small,1
CA-BN004_20130521_NS01-07,CA-BN004,HELI,Medium,4
CA-BN004_20130521_NS01-08,CA-BN004,HELI,Medium,3
CA-BN004_20130521_NS01-08,CA-BN004,HELI,Small,1
CA-BN004_20130521_NS01-08,CA-BN004,PHSP,Small,2
CA-BN004_20130521_NS01-09,CA-BN004,HELI,Large,1
CA-BN004_20130521_NS01-09,CA-BN004,PHSP,Large,1
CA-BN004_20130521_NS01-09,CA-BN004,HELI,Medium,3
CA-BN004_20130521_NS01-09,CA-BN004,LYCO,Medium,1
CA-BN004_20130521_NS01-09,CA-BN004,GYRA,Small,1
CA-BN004_20130521_NS01-09,CA-BN004,HELI,Small,4
CA-BN004_20130521_NS01-09,CA-BN004,PHSP,Small,3
CA-BN004_20130521_NS01-10,CA-BN004,HELI,Medium,3
CA-BN004_20130521_NS01-10,CA-BN004,PHSP,Medium,1
CA-BN004_20130521_NS01-10,CA-BN004,GYRA,Small,1
CA-BN016_20130704_NS01-01,CA-BN016,HELI,Medium,1
CA-BN016_20130704_NS01-01,CA-BN016,PHSP,Medium,6
CA-BN016_20130704_NS01-02,CA-BN016,HELI,Medium,2
CA-BN016_20130704_NS01-02,CA-BN016,HELI,Small,1
CA-BN016_20130704_NS01-03,CA-BN016,HELI,Medium,5
CA-BN016_20130704_NS01-03,CA-BN016,HELI,Small,2
CA-BN016_20130704_NS01-04,CA-BN016,HELI,Medium,10
CA-BN016_20130704_NS01-04,CA-BN016,PHSP,Medium,1
CA-BN016_20130704_NS01-04,CA-BN016,HELI,Small,2
CA-BN016_20130704_NS01-05,CA-BN016,HELI,Medium,6
CA-BN016_20130704_NS01-05,CA-BN016,PHSP,Medium,6
CA-BN016_20130704_NS01-05,CA-BN016,HELI,Small,1
CA-BN016_20130704_NS01-06,CA-BN016,HELI,Medium,1
CA-BN016_20130704_NS01-07,CA-BN016,HELI,Small,1
CA-BN016_20130704_NS01-08,CA-BN016,HELI,Medium,1
CA-BN016_20130704_NS01-09,CA-BN016,HELI,Medium,7
CA-BN016_20130704_NS01-09,CA-BN016,PHSP,Medium,16
CA-BN016_20130704_NS01-10,CA-BN016,HELI,Large,1
CA-BN016_20130704_NS01-10,CA-BN016,HELI,Small,2
CA-BN016_20130715_NS01-01,CA-BN016,HELI,Medium,5
CA-BN016_20130715_NS01-02,CA-BN016,HELI,Medium,16
CA-BN016_20130715_NS01-03,CA-BN016,HELI,Medium,9
CA-BN016_20130715_NS01-03,CA-BN016,PHSP,Medium,1
CA-BN016_20130715_NS01-04,CA-BN016,HELI,Medium,4
CA-BN016_20130715_NS01-05,CA-BN016,HELI,Medium,9
CA-BN016_20130715_NS01-05,CA-BN016,PHSP,Medium,1
CA-BN017_20130604_NS01-03,CA-BN017,HELI,Medium,1
CA-BN017_20130604_NS01-05,CA-BN017,HELI,Medium,1
CA-BN017_20130604_NS01-06,CA-BN017,HELI,Medium,10
CA-BN017_20130604_NS01-07,CA-BN017,HELI,Medium,3
CA-BN017_20130604_NS01-07,CA-BN017,HELI,Small,2
CA-BN017_20130604_NS01-08,CA-BN017,HELI,Medium,3
CA-BN017_20130604_NS01-09,CA-BN017,HELI,Medium,1
CA-BN017_20130604_NS01-10,CA-BN017,HELI,Medium,12
CA-BN018_20130528_NS01-01,CA-BN018,HELI,Large,10
CA-BN018_20130528_NS01-01,CA-BN018,HELI,Small,80
CA-BN018_20130528_NS01-01,CA-BN018,LYCO,Small,4
CA-BN018_20130528_NS01-02,CA-BN018,LYCO,Large,1
CA-BN018_20130528_NS01-02,CA-BN018,HELI,Small,45
CA-BN018_20130528_NS01-03,CA-BN018,LYCO,Large,1
CA-BN018_20130528_NS01-03,CA-BN018,HELI,Small,25
CA-BN018_20130528_NS01-04,CA-BN018,HELI,Small,40
CA-BN018_20130528_NS01-04,CA-BN018,LYCO,Small,2
CA-BN018_20130528_NS01-05,CA-BN018,HELI,Small,15
CA-BN018_20130528_NS01-05,CA-BN018,LYCO,Small,1
CA-BN018_20130528_NS01-06,CA-BN018,HELI,Small,36
CA-BN018_20130528_NS01-07,CA-BN018,HELI,Medium,14
CA-BN018_20130528_NS01-07,CA-BN018,HELI,Small,25
CA-BN018_20130528_NS01-08,CA-BN018,HELI,Small,15
CA-BN018_20130528_NS01-09,CA-BN018,HELI,Medium,5
CA-BN018_20130528_NS01-09,CA-BN018,HELI,Small,13
CA-BN018_20130528_NS01-10,CA-BN018,HELI,Large,3
CA-BN018_20130528_NS01-10,CA-BN018,LYCO,Medium,1
CA-BN018_20130528_NS01-10,CA-BN018,HELI,Small,38
CA-EDWD_20130510_NS01-01,CA-EDWD,HELI,Small,1
CA-EDWD_20130510_NS01-02,CA-EDWD,HELI,Small,10
CA-EDWD_20130510_NS01-03,CA-EDWD,HELI,Small,3
CA-EDWD_20130510_NS01-05,CA-EDWD,GYRA,Small,1
CA-EDWD_20130510_NS01-05,CA-EDWD,HELI,Small,5
CA-EDWD_20130510_NS01-06,CA-EDWD,HELI,Small,1
CA-EDWD_20130510_NS01-07,CA-EDWD,HELI,Small,7
CA-EDWD_20130510_NS01-08,CA-EDWD,HELI,Small,8
CA-EDWD_20130510_NS01-09,CA-EDWD,HELI,Small,2
CA-EDWD_20130510_NS01-10,CA-EDWD,HELI,Small,4
CA-GLAKE_20130509_NS01-01,CA-GLAKE,GYRA,Small,4
CA-GLAKE_20130509_NS01-01,CA-GLAKE,PHSP,Small,3
CA-GLAKE_20130509_NS01-02,CA-GLAKE,PHSP,Medium,1
CA-GLAKE_20130509_NS01-02,CA-GLAKE,PHSP,Small,5
CA-GLAKE_20130509_NS01-03,CA-GLAKE,GYRA,Small,1
CA-GLAKE_20130509_NS01-03,CA-GLAKE,HELI,Small,1
CA-GLAKE_20130509_NS01-04,CA-GLAKE,HELI,Medium,1
CA-GLAKE_20130509_NS01-04,CA-GLAKE,PHSP,Medium,7
CA-GLAKE_20130509_NS01-04,CA-GLAKE,GYRA,Small,2
CA-GLAKE_20130509_NS01-05,CA-GLAKE,PHSP,Medium,2
CA-GLAKE_20130509_NS01-05,CA-GLAKE,PHSP,Small,7
CA-GLAKE_20130509_NS01-06,CA-GLAKE,HELI,Medium,1
CA-GLAKE_20130509_NS01-06,CA-GLAKE,PHSP,Medium,4
CA-GLAKE_20130509_NS01-06,CA-GLAKE,HELI,Small,7
CA-GLAKE_20130509_NS01-07,CA-GLAKE,PHSP,Medium,2
CA-GLAKE_20130509_NS01-07,CA-GLAKE,GYRA,Small,1
CA-GLAKE_20130509_NS01-08,CA-GLAKE,GYRA,Small,1
CA-GLAKE_20130509_NS01-09,CA-GLAKE,GYRA,Small,1
CA-GLAKE_20130509_NS01-09,CA-GLAKE,PHSP,Small,2
CA-GLAKE_20130509_NS01-10,CA-GLAKE,PHSP,Medium,1
CA-GLAKE_20130509_NS01-10,CA-GLAKE,GYRA,Small,1
CA-GLAKE_20130509_NS01-10,CA-GLAKE,HELI,Small,1
CA-MANZA_20130511_NS01-01,CA-MANZA,HELI,Medium,6
CA-MANZA_20130511_NS01-03,CA-MANZA,HELI,Medium,4
CA-MANZA_20130511_NS01-06,CA-MANZA,HELI,Medium,1
CA-MANZA_20130511_NS01-06,CA-MANZA,HELI,Small,2
CA-MANZA_20130511_NS01-07,CA-MANZA,HELI,Medium,1
CA-MANZA_20130511_NS01-07,CA-MANZA,HELI,Small,1
CA-MANZA_20130511_NS01-08,CA-MANZA,HELI,Medium,4
CA-MANZA_20130511_NS01-08,CA-MANZA,PHSP,Medium,1
CA-MANZA_20130511_NS01-09,CA-MANZA,LYCO,Medium,1
CA-MANZA_20130511_NS01-09,CA-MANZA,PHSP,Medium,3
CA-MANZA_20130511_NS01-10,CA-MANZA,HELI,Medium,2
CA-MANZA_20130511_NS01-10,CA-MANZA,PHSP,Medium,1
CA-MCCRY_20130509_NS01-01,CA-MCCRY,HELI,Small,1
CA-MCCRY_20130509_NS01-02,CA-MCCRY,GYRA,Small,35
CA-MCCRY_20130509_NS01-02,CA-MCCRY,HELI,Small,5
CA-MCCRY_20130509_NS01-02,CA-MCCRY,PHSP,Small,25
CA-MCCRY_20130509_NS01-03,CA-MCCRY,GYRA,Small,27
CA-MCCRY_20130509_NS01-03,CA-MCCRY,PHSP,Small,3
CA-MCCRY_20130509_NS01-04,CA-MCCRY,LYCO,Medium,1
CA-MCCRY_20130509_NS01-04,CA-MCCRY,PHSP,Small,17
CA-MCCRY_20130509_NS01-05,CA-MCCRY,GYRA,Small,28
CA-MCCRY_20130509_NS01-05,CA-MCCRY,HELI,Small,2
CA-MCCRY_20130509_NS01-05,CA-MCCRY,PHSP,Small,31
CA-MCCRY_20130509_NS01-06,CA-MCCRY,PHSP,Small,2
CA-MCCRY_20130509_NS01-07,CA-MCCRY,GYRA,Small,48
CA-MCCRY_20130509_NS01-07,CA-MCCRY,HELI,Small,3
CA-MCCRY_20130509_NS01-07,CA-MCCRY,PHSP,Small,16
CA-MCCRY_20130509_NS01-08,CA-MCCRY,GYRA,Small,6
CA-MCCRY_20130509_NS01-08,CA-MCCRY,PHSP,Small,4
CA-MCCRY_20130509_NS01-09,CA-MCCRY,GYRA,Small,14
CA-MCCRY_20130509_NS01-09,CA-MCCRY,HELI,Small,3
CA-MCCRY_20130509_NS01-09,CA-MCCRY,PHSP,Small,10
CA-MCCRY_20130509_NS01-10,CA-MCCRY,HELI,Medium,1
CA-MCCRY_20130509_NS01-10,CA-MCCRY,GYRA,Small,13
CA-MCCRY_20130509_NS01-10,CA-MCCRY,HELI,Small,2
CA-MCCRY_20130509_NS01-10,CA-MCCRY,PHSP,Small,4
CA-MUD65_20130522_NS01-01,CA-MUD65,PHSP,Medium,15
CA-MUD65_20130522_NS01-01,CA-MUD65,HELI,Small,40
CA-MUD65_20130522_NS01-02,CA-MUD65,PHSP,Medium,4
CA-MUD65_20130522_NS01-02,CA-MUD65,HELI,Small,55
CA-MUD65_20130522_NS01-03,CA-MUD65,HELI,Medium,5
CA-MUD65_20130522_NS01-03,CA-MUD65,HELI,Small,43
CA-MUD65_20130522_NS01-03,CA-MUD65,PHSP,Small,1
CA-MUD65_20130522_NS01-04,CA-MUD65,HELI,Large,1
CA-MUD65_20130522_NS01-04,CA-MUD65,PHSP,Medium,2
CA-MUD65_20130522_NS01-04,CA-MUD65,HELI,Small,27
CA-MUD65_20130522_NS01-05,CA-MUD65,HELI,Medium,1
CA-MUD65_20130522_NS01-05,CA-MUD65,HELI,Small,46
CA-MUD65_20130522_NS01-06,CA-MUD65,PHSP,Medium,9
CA-MUD65_20130522_NS01-06,CA-MUD65,HELI,Small,12
CA-MUD65_20130522_NS01-06,CA-MUD65,PHSP,Small,1
CA-MUD65_20130522_NS01-07,CA-MUD65,HELI,Large,1
CA-MUD65_20130522_NS01-07,CA-MUD65,PHSP,Medium,22
CA-MUD65_20130522_NS01-07,CA-MUD65,HELI,Small,70
CA-MUD65_20130522_NS01-08,CA-MUD65,HELI,Large,1
CA-MUD65_20130522_NS01-08,CA-MUD65,HELI,Medium,4
CA-MUD65_20130522_NS01-08,CA-MUD65,PHSP,Medium,11
CA-MUD65_20130522_NS01-09,CA-MUD65,HELI,Large,3
CA-MUD65_20130522_NS01-09,CA-MUD65,HELI,Medium,4
CA-MUD65_20130522_NS01-09,CA-MUD65,PHSP,Medium,6
CA-MUD65_20130522_NS01-09,CA-MUD65,HELI,Small,40
CA-MUD65_20130522_NS01-10,CA-MUD65,HELI,Large,4
CA-MUD65_20130522_NS01-10,CA-MUD65,PHSP,Medium,8
CA-MUD65_20130522_NS01-10,CA-MUD65,HELI,Small,6
CA-MUD66_20130522_NS01-03,CA-MUD66,HELI,Small,2
CA-MUD66_20130522_NS01-03,CA-MUD66,PHSP,Small,1
